loc,age,Income_level, car_cost,park_and_ride_cost,metro_cost,bus_cost,car_realtime,park_and_ride_realtime,metro_realtime,bus_realtime,decision
14,62,3,0,0.565217391,0.913043478,1,1,0.6,0,0.4,car
14,25,2,0,0.642857143,0.952380952,1,1,0.6,0,0.4,park and ride
14,58,1,0,0.541666667,0.916666667,1,1,0.333333333,0,0,bus
14,36,1,0.2,0,0.8,1,1,0.6,0,0.4,metro
14,75,3,0,0.565217391,0.913043478,1,1,0.6,0,0.4,park and ride
14,72,3,0,0.541666667,0.916666667,1,1,0.333333333,0,0,car
14,28,2,0,0.53125,0.9375,1,1,0.6,0,0.4,metro
15,46,2,0,0.541666667,0.916666667,1,1,0.333333333,0,0,car
15,44,2,0,0.53125,0.9375,1,1,0.6,0,0.4,bus
15,62,2,0,0.40625,0.9375,1,1,0.428571429,0,0.285714286,park and ride
15,47,2,0,0.565217391,0.913043478,1,1,0.6,0,0.4,park and ride
15,63,2,0,0.53125,0.9375,1,1,0.6,0,0.4,metro
15,63,2,0,0.565217391,0.913043478,1,1,0.6,0,0.4,metro
15,56,1,0,0.59375,0.9375,1,1,0.6,0,0.4,bus
15,47,1,0,0.534883721,0.953488372,1,1,0.333333333,0.666666667,0,bus
15,52,2,0,0.547619048,0.952380952,1,1,0.25,0,0,park and ride
15,63,2,0,0.565217391,0.913043478,1,1,0.6,0,0.4,car
15,73,2,0,0.642857143,0.952380952,1,1,0.333333333,0,0,car
15,49,2,0,0.547619048,0.952380952,1,1,0.25,0,0,metro
15,62,2,0,0.541666667,0.916666667,1,1,0.333333333,0,0,park and ride
15,57,1,0,0.547619048,0.952380952,1,1,0.25,0,0,metro
15,34,3,0,0.541666667,0.916666667,1,1,0.333333333,0,0,car
15,59,2,0,0.565217391,0.913043478,1,1,0.6,0,0.4,metro
15,26,3,0,0.59375,0.9375,1,1,0.6,0,0.4,car
15,37,3,0,0.547619048,0.952380952,1,1,0.25,0,0,car
15,25,1,0,0.59375,0.9375,1,1,0.6,0,0.4,bus
15,33,3,0,0.642857143,0.952380952,1,1,0.6,0,0.4,car
